BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Bugs
7,14,0,4,1,1,3,14.3,28.78,11846.2,0.14,91,0.03,658.12,37,54,9,14,17,0
7,14,0,4,2,1,3,15.95,27.3,11891.1,0.15,95,0.04,660.62,39,56,10,14,17,0
7,4,0,4,1,1,1,8.07,7,395.31,0.02,17,0.14,21.96,6,11,3,7,5,0
3,1,0,2,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,5,2,0
3,1,14,2,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,2,5,2,5,2,0
3,5,0,2,2,1,2,7.13,13.5,1298.85,0.03,26,0.07,72.16,12,14,4,9,7,0
3,5,0,2,2,1,2,9.07,12.6,1439.18,0.04,30,0.08,79.95,14,16,5,9,7,0
3,0,0,2,1,1,2,10.8,3.33,120,0.01,12,0.3,6.67,4,8,3,5,2,0
3,0,0,2,1,1,2,10.8,3.33,120,0.01,12,0.3,6.67,4,8,3,5,2,0
3,0,0,2,1,1,2,10.8,3.33,120,0.01,12,0.3,6.67,4,8,3,5,2,0
7,26,1,4,4,4,4,31.4,18.47,10714.74,0.19,116,0.05,595.26,54,62,19,13,30,0
7,26,1,4,3,4,4,27.77,19.44,10500,0.18,108,0.05,583.33,50,58,18,14,30,0
7,21,1,4,4,4,4,22.24,20.53,9376.55,0.15,94,0.05,520.91,44,50,15,14,25,0
7,21,1,4,2,4,4,19.5,21.43,8952.56,0.14,86,0.05,497.36,40,46,14,15,25,0
3,6,0,2,2,1,2,9.91,11.2,1243.35,0.04,30,0.09,69.07,14,16,5,8,8,0
3,6,0,2,2,1,2,12.09,11.33,1553.4,0.05,36,0.09,86.3,17,19,6,8,8,0
3,6,0,2,1,1,2,8.79,7.88,544.86,0.02,20,0.13,30.27,9,11,4,7,8,0
3,10,0,2,2,1,2,32.65,10.67,3715.08,0.12,75,0.09,206.39,32,43,15,10,12,0
3,10,0,2,2,1,2,34.95,10.63,3945.43,0.12,79,0.09,219.19,34,45,16,10,12,0
5,12,0,3,2,1,1,27.66,13.75,5230.38,0.13,80,0.07,290.58,40,40,16,11,13,0
3,9,0,2,2,1,2,13.9,15,3127.44,0.07,50,0.07,173.75,24,26,8,10,11,0
3,9,0,2,2,1,2,15.84,15.56,3832.57,0.08,58,0.06,212.92,28,30,9,10,11,0
5,3,0,3,2,1,1,9.29,11,1124.05,0.03,25,0.09,62.45,12,13,6,11,4,0
5,3,0,3,2,1,1,11.02,10.21,1150.01,0.04,27,0.1,63.89,13,14,7,11,4,0
3,7,0,2,2,1,2,12.02,9.75,1142.77,0.04,30,0.1,63.49,13,17,6,9,9,0
3,7,0,2,2,1,2,15.5,8.57,1138.58,0.04,34,0.12,63.25,15,19,7,8,9,0
5,18,1,3,2,1,3,22.46,14.39,4653.68,0.11,68,0.07,258.54,31,37,14,13,21,0
5,18,1,3,2,1,3,19.43,16.14,5069.44,0.1,66,0.06,281.64,30,36,13,14,21,0
5,14,1,3,2,1,3,15.13,14.95,3381.36,0.08,50,0.07,187.85,23,27,10,13,17,0
5,14,1,3,1,1,3,14.37,14.67,3092.19,0.07,48,0.07,171.79,22,26,9,12,17,0
5,8,0,3,2,3,2,15.41,11.9,2182.44,0.06,40,0.08,121.25,17,23,10,14,10,0
5,7,0,3,2,3,2,13.81,12.44,2139.14,0.06,38,0.08,118.84,16,22,9,14,9,0
11,13,0,6,1,1,1,8.78,13.33,1560,0.04,39,0.08,86.67,16,23,3,5,14,0
11,13,0,6,4,1,1,10.33,15.75,2563.7,0.05,49,0.06,142.43,21,28,4,6,14,0
9,35,0,5,4,3,6,43.37,24.25,25506.03,0.35,199,0.04,1417,97,102,26,13,41,0
9,35,0,5,4,3,6,45.29,24.8,27844.43,0.37,211,0.04,1546.91,103,108,27,13,41,0
13,16,0,7,5,7,4,11.55,35,14143.26,0.13,92,0.03,785.74,35,57,7,14,20,0
13,16,0,7,7,7,4,14.12,29.25,12076.68,0.14,94,0.03,670.93,36,58,8,13,20,0
3,8,2,2,2,1,2,14.37,18.94,5158.22,0.09,63,0.05,286.57,31,32,9,11,10,0
3,8,2,2,2,1,2,16.21,18.15,5341.28,0.1,67,0.06,296.74,33,34,10,11,10,0
3,10,2,2,2,1,2,18.5,11.25,2341.67,0.07,49,0.09,130.09,25,24,10,9,12,0
3,10,2,2,2,1,2,20.75,11.45,2722.81,0.08,55,0.09,151.27,28,27,11,9,12,0
11,29,0,6,4,3,4,28.97,28.95,24283,0.28,161,0.03,1349.06,76,85,21,16,33,0
11,29,0,6,5,3,4,32.25,27.61,24598.68,0.3,171,0.04,1366.59,81,90,22,15,33,0
5,10,0,3,2,1,2,16.72,15.27,3900.84,0.09,55,0.07,216.71,24,31,11,14,12,0
