BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Bugs
11,3,0,6,3,1,23,41.87,14.17,8403.03,0.2,110,0.07,466.83,51,59,27,15,26,0
3,1,3,2,2,1,3,12.18,3,109.62,0.01,11,0.33,6.09,4,7,4,6,4,0
19,5,12,11,9,3,34,37.31,23.86,21248.49,0.3,152,0.04,1180.47,63,89,33,25,39,0
17,3,12,10,3,3,36,31.44,19.3,11716.29,0.2,107,0.05,650.91,47,60,28,23,39,0
3,1,0,2,2,1,10,31.9,6.9,1518.54,0.07,48,0.14,84.36,23,25,15,9,11,1
7,4,7,4,4,1,16,46.83,14.48,9823.41,0.23,125,0.07,545.75,60,65,29,14,20,0
5,2,4,3,3,1,8,17.81,11.08,2188.05,0.07,42,0.09,121.56,19,23,12,14,10,0
5,1,0,3,2,1,10,32.98,6.18,1260.48,0.07,48,0.16,70.03,17,31,11,8,11,0
11,7,6,6,1,4,23,36.79,15.58,8933.27,0.19,107,0.06,496.29,44,63,24,17,30,0
11,8,15,6,3,1,40,56.47,17.4,17102.11,0.33,180,0.06,950.12,83,97,31,13,48,0
5,0,0,3,3,1,13,23.44,7.33,1260.57,0.06,38,0.14,70.03,16,22,12,11,13,0
8,0,1,6,6,1,39,55.83,18.8,19738.62,0.35,186,0.05,1096.59,73,113,33,17,39,0
7,1,3,4,4,4,28,45.13,11.11,5572.06,0.17,93,0.09,309.56,40,53,27,15,29,0
3,4,9,2,1,1,41,135.48,9.97,13474.88,0.45,249,0.1,748.6,123,126,37,6,45,0
3,0,0,2,2,1,8,18.53,9,1501.17,0.06,40,0.11,83.4,18,22,9,9,8,0
3,0,5,2,2,1,16,57.32,10.19,5954.36,0.19,113,0.1,330.8,53,60,26,10,16,0
3,0,0,2,2,1,8,18.53,9,1501.17,0.06,40,0.11,83.4,18,22,9,9,8,0
3,0,0,2,2,1,8,18.53,9,1501.17,0.06,40,0.11,83.4,18,22,9,9,8,0
3,0,0,2,2,1,8,18.53,9,1501.17,0.06,40,0.11,83.4,18,22,9,9,8,0
5,1,1,3,2,1,12,25.16,11.2,3155.74,0.09,58,0.09,175.32,24,34,15,14,13,0
25,4,16,13,10,5,71,70.93,18.61,24562.78,0.44,210,0.05,1364.6,89,121,55,23,75,1
5,1,9,3,2,1,13,30.78,10.5,3393.02,0.11,63,0.1,188.5,28,35,20,15,14,0
7,0,2,4,1,1,397,1535.48,11.07,188118.17,5.67,1916,0.09,10451.01,1129,787,459,9,397,0
55,0,51,28,27,27,817,1349.98,39.94,2153049.88,17.97,5580,0.03,119613.86,2733,2847,787,23,817,0
5,0,0,3,3,1,8,9.42,17,2723.1,0.05,41,0.06,151.28,17,24,5,10,8,0
3,0,0,2,2,1,5,13.67,5.71,446.5,0.03,20,0.18,24.81,10,10,7,8,5,0
5,1,13,3,2,1,20,50.44,8.5,3644.57,0.14,85,0.12,202.48,34,51,22,11,21,1
5,1,10,3,3,1,16,54.41,6.07,2001.52,0.11,66,0.16,111.2,31,35,23,9,17,1
17,17,0,9,1,1,2,76.91,15.85,19327.77,0.41,222,0.06,1073.76,98,124,34,11,19,1
5,10,0,3,1,1,2,59.38,12.02,8577.83,0.24,136,0.08,476.55,59,77,27,11,12,0
17,14,0,9,1,1,2,85.3,11,10321.01,0.31,168,0.09,573.39,74,94,37,11,16,1
9,5,0,5,1,1,2,39.02,5.33,1109.78,0.07,46,0.19,61.65,20,26,15,8,7,0
65,0,1,33,4,1,56,212.2,33.39,236652.5,2.36,1045,0.03,13147.36,423,622,95,15,56,1
27,2,1,14,3,1,22,99.64,24.6,60297.15,0.82,407,0.04,3349.84,164,243,50,15,24,1
89,6,1,45,3,1,68,318.29,36.8,430930.48,3.9,1588,0.03,23940.58,645,943,149,17,74,1
35,0,0,18,1,1,39,162.87,24.2,95404.28,1.31,600,0.04,5300.24,239,361,79,16,39,1
51,6,1,26,3,1,42,189.65,36.5,252667.13,2.31,1031,0.03,14037.06,438,593,90,15,48,1
27,1,4,14,1,9,21,15.66,31.95,15993.34,0.17,102,0.03,888.52,37,65,11,19,22,0
9,2,24,5,5,1,49,72.48,20.68,31004.8,0.5,257,0.05,1722.49,106,151,41,16,51,1
3,0,0,2,1,1,9,17.71,14,3472,0.08,62,0.07,192.89,28,34,8,8,9,0
7,1,2,4,2,1,27,49.99,17.26,14890.23,0.29,160,0.06,827.24,77,83,29,13,28,0
13,4,1,7,4,5,20,24.63,17.41,7465.7,0.14,85,0.06,414.76,37,48,17,16,24,0
7,2,8,4,2,1,14,31.34,10.33,3346.5,0.11,66,0.1,185.92,31,35,18,12,16,0
5,7,2,3,1,1,17,20.45,15.17,4705.14,0.1,66,0.07,261.39,26,40,12,14,24,0
3,0,0,2,1,1,5,9.87,5.63,312.22,0.02,15,0.18,17.35,5,10,4,9,5,0
3,2,5,2,2,1,21,55.64,8.27,3804.87,0.15,89,0.12,211.38,43,46,26,10,23,0
7,1,3,4,1,1,16,34.78,14.04,6856.63,0.16,90,0.07,380.92,39,51,25,18,17,0
33,3,16,17,4,8,57,81.83,29.21,69838.03,0.8,375,0.03,3879.89,162,213,61,22,60,0
17,4,8,9,4,7,29,58.4,14.93,13015,0.29,147,0.07,723.06,66,81,42,19,33,0
5,4,4,3,3,1,18,23.37,9.15,1958.65,0.07,45,0.11,108.81,17,28,13,14,22,0
29,5,14,15,6,10,59,46.09,53.79,133379.57,0.83,390,0.02,7409.98,177,213,51,31,64,1
7,1,4,4,3,1,33,85.6,21.6,39935.53,0.62,307,0.05,2218.64,144,163,50,15,34,1
3,1,3,2,1,1,13,34.95,18.36,11781.35,0.21,119,0.05,654.52,54,65,25,17,14,0
37,0,0,19,6,11,36,33.88,39.58,53092.15,0.45,232,0.03,2949.56,95,137,30,25,36,0
13,0,0,7,6,6,17,44.6,12.75,7250.82,0.19,110,0.08,402.82,51,59,24,12,17,0
21,0,1,11,3,5,29,26.43,34.72,31867.04,0.31,161,0.03,1770.39,75,86,27,25,29,0
17,0,0,9,1,9,19,19.04,26.67,13541.31,0.17,99,0.04,752.29,40,59,15,20,19,0
15,1,1,8,2,4,20,15.74,26.13,10742.56,0.14,83,0.04,596.81,33,50,12,19,21,0
15,1,1,8,2,4,20,15.74,26.13,10742.56,0.14,83,0.04,596.81,33,50,12,19,21,0
7,3,13,4,1,1,39,98.24,22.84,51227.3,0.75,350,0.04,2845.96,170,180,67,18,42,1
29,6,10,15,4,1,29,63.05,32.2,65351.13,0.68,348,0.03,3630.62,165,183,41,16,35,0
